,items
50341,1058949
50342,2410627
50343,250315,766885
50344,2834294,796216,368421
50345,1895994,254238
50346,2612126
50347,124553
50348,280734
50349,127865
50350,1920477
50351,136860,503972
50352,753788,532135,2463317
50353,407323
50354,627759
50355,1566348,136860,1484078,151551
50356,123793
50357,1111873,1882156
50358,848848,944061
50359,491342
50360,1547971
50361,175496
50362,144727
50363,1512783
50364,1697200
50365,142179
50366,1982904
50367,145906
50368,254493
50369,144051
50370,132135
50371,1472591
50372,123793
50373,1695279
50374,1563416,545632
50375,453349
50376,127865,986324
50377,441162
50378,451591
50379,130259
50380,337867
50381,1928796
50382,172027
50383,1146287
50384,136110
50385,948002
50386,472922
50387,147594
50388,128959
50389,126335,143094
50390,398222
50391,145906
50392,134849
50393,127495
50394,1210197
50395,1630499
50396,1909065
50397,1059841
50398,683251
50399,879452,527885
50400,184374
50401,240137
50402,147594,174391
50403,624407
50404,164051
50405,1773356
50406,182578
50407,145906
50408,914136
50409,1057664
50410,131117
50411,126335
50412,561264
50413,2955585,1317878,719301,566327,2354093
50414,1076484,1796472
50415,1547178
50416,1260666
50417,1918620
50418,1516843
50419,558669
50420,2007354
50421,1598962
50422,1599225
50423,903647
50424,174799
50425,708493
50426,2936514,2796868
50427,974504,1613149,739541
50428,2403142,458666
50429,130259
50430,2366355,269172
50431,982932
50432,1335648
50433,188052
50434,638318
50435,903647
50436,1944753
50437,174086
50438,1437612
50439,148089
50440,265806
50441,241461
50442,126335
50443,455720
50444,1142945
50445,1949394
50446,1603811
50447,350977
50448,1880689
50449,1689209
50450,1782817
50451,136860
50452,125465
50453,1860491
50454,450618
50455,800975
50456,148089
50457,1967750
50458,863680
50459,1224461,725296
50460,1954806
50461,397391,1687082
50462,795254
50463,574909
50464,2209432
50465,394777
50466,859889,636785
50467,1694131
50468,1791784
50469,640839
50470,164593
50471,127865
50472,132135
50473,1048184
50474,2155094
50475,138431
50476,143094
50477,1773356
50478,363135
50479,145906
50480,149913
50481,132135
50482,1424454
50483,716777
50484,137585
50485,132738,138431
50486,1139708
50487,2340996,1422762,1294261
50488,127495,1967750
50489,2382109,516963
50490,1459683,994626,1263582,1560875,1576857,1530913,721424
50491,1676837,1057664,1922958,1222019,944512,2546173,2080447,1465348,683251
50492,152998
50493,129831
50494,172027
50495,553143
50496,1278211,714374
50497,1913402
50498,700357
50499,130259
50500,706145
50501,644706
50502,1697200
50503,304354
50504,1878529
50505,1484078
50506,1746190
50507,1737394
50508,278104
50509,144051
50510,1337205
50511,1048184
50512,350461
50513,1050289
50514,1496861,254960
50515,439740
50516,1565667
50517,127081
50518,883661
50519,1317846
50520,1111873,497719
50521,1099081
50522,2235312
50523,127865
50524,1142056
50525,1785957
50526,144051
50527,313568,1319519
50528,123793
50529,134015,125465
50530,1777669
50531,1730182
50532,172027
50533,2834294
50534,2633784
50535,2057975
50536,466944
50537,1503791
50538,916090,2131950
50539,1252187
50540,1042783
50541,183200
50542,545632
50543,1812370
50544,123373
50545,1880626
50546,1996590
50547,1484383
50548,1647187
50549,129831
50550,127495
50551,730008
50552,467091
50553,126335
50554,167112
50555,301960
50556,1729232
50557,174086
50558,1858651
50559,1672802
50560,265806
50561,126335
50562,620524
50563,128959
50564,136110
50565,125424
50566,2225950
50567,2406172
50568,1529884
50569,2315001
50570,2155094
50571,222467
50572,240137
50573,152836
50574,963476
50575,982932
50576,1836919,375444
50577,1847822
50578,125424
50579,1687082
50580,858828
50581,424962
50582,1021482
50583,143094
50584,1920477
50585,136110
50586,148089,132738
50587,1889597
50588,209001
50589,1154854
50590,1337205,1497935,1018136,328677
50591,166633
50592,1226293
50593,139086
50594,1956818
50595,1939556
50596,1108814
50597,163328
50598,2391844,2657161
50599,2384887
50600,1298692
50601,2294030
50602,2562575,2358935
50603,1808470
50604,833666
50605,144051
50606,128959
50607,127865
50608,1812370
50609,1913010
50610,133584
50611,265806
50612,1776443
50613,2465812
50614,1260666
50615,1832150
50616,638318
50617,154652
50618,1746190,1467111
50619,137585
50620,1337205
50621,721699
50622,1783282
50623,809343
50624,135750
50625,166006
50626,918064
50627,836631
50628,133584
50629,719301
50630,1010328
50631,136860
50632,2673990
50633,432275
50634,1729232
50635,166633
50636,625370
50637,1793377
50638,1987884
50639,151551
50640,197170,166633
50641,135750
50642,1142945
50643,1737699
50644,2546911
50645,1531631
50646,126335
50647,736247
50648,675714,1149283
50649,1274956
50650,614775
50651,1019581
50652,136110
50653,403038
50654,652189
50655,1273589
50656,1163553
50657,2465813
50658,746366
50659,137585
50660,152836
50661,149739
50662,178058
50663,1483562
50664,1546247
50665,136110
50666,132738
50667,167112
50668,858304
50669,1523882,126335
50670,135750,1647187
50671,1869056
50672,961819
50673,1490515
50674,1496861
50675,130727
50676,555311
50677,1565667
50678,1334728
50679,578153
50680,940419
50681,797218
50682,1316404,468020
50683,1260731
50684,1718885,1549943
50685,284665
50686,208647,1757760,1344940,241461
50687,1680076
50688,1780765,683251,1813420
50689,1540114
50690,1576857
50691,1613149,848848
50692,1625843,1745932,309634
50693,1318793
50694,1048184
50695,538143
50696,174086
50697,1741645
50698,124204
50699,174086
50700,131533
50701,127495
50702,263981
50703,1063576
50704,1226293
50705,132135
50706,1661761
50707,1634960
50708,1135348
50709,1730006
50710,467817
50711,1455118
50712,1379493
50713,1880626
50714,134015
50715,2459331
50716,1224461
50717,746366
50718,450618
50719,1693615
50720,864981
50721,180014
50722,174086
50723,1948542
50724,1419083,1733906
50725,2009786,1729496
50726,2647046
50727,329769
50728,1429859,2714551
50729,376219
50730,2578545,2400816
50731,2897371
50732,2303128,2900682
50733,2717153
50734,132738
50735,693185
50736,958423
50737,1092231
50738,137585
50739,849468
50740,806803
50741,806803
50742,322434
50743,126335
50744,2850568,231418
50745,1636171,2682289,2429745
50746,166633
50747,806803
50748,1523882
50749,741980
50750,461413
50751,124204
50752,142179
50753,1607852
50754,1671465
50755,559634
50756,2379488
50757,2064568
50758,2825407
50759,1378631
50760,948002
50761,126335
50762,168592
50763,131533
50764,708493
50765,203856
50766,127865
50767,132738
50768,1979590
50769,149459
50770,233596
50771,125465
50772,1278211
50773,1013498
50774,1750582
50775,904251
50776,247125
50777,845730
50778,1436642
50779,973512
50780,493510
50781,1769937
50782,1454374
50783,174086
50784,194182
50785,849468,1226293
50786,183194
50787,1534987
50788,197170
50789,2599464
50790,1454808
50791,188485
50792,174086
50793,166633
50794,127865
50795,144051
50796,269371,2253252
50797,124204
50798,753788
50799,203856
50800,182915
50801,595048,1278211,432268
50802,157448
50803,1082379
50804,870184
50805,951810
50806,549366
50807,912865
50808,241461
50809,1662825
50810,152836
50811,665360
50812,577391
50813,1775530,1768706,1982031,808681,342311,237589,1085416,1346753,1425852,1489325
50814,455295,1590962,1099646,1507056,1315960,1532718,1648475
50815,2252462
50816,1888892,1633754
50817,2214689,2923916,2953707,814851,1289744,2781112,2046641,659088,1639463,2361880,2332222,2173369,2293670,1686764,2903209
50818,2287853,1270958,1712963,1935285,2290397,1978905,1352528,699783,593752,724917,1130860,1414750,437449,1373203
50819,1900480,2357947,654662,2162634,2333654,2851639,2814609,2917588
50820,1735828,521966,322469,1534181,633549,1327795,568429
50821,138431
50822,1031440
50823,1240309
50824,1019819
50825,325470
50826,921642
50827,126335
50828,152836
50829,1662059
50830,174086
50831,387732
50832,1932569
50833,1671970
50834,2822800
50835,1420770
50836,2816757
50837,1685489,2525612
50838,154652
50839,1143588
50840,1334728
50841,646029
50842,129831
50843,1744232
50844,141688,193179,144714
50845,1711936,1309537
50846,125564
50847,2703625
50848,1260666
50849,729362
50850,199457
50851,241461
50852,1563416
50853,1729496
50854,2004376
50855,1415952
50856,628492
50857,181737,2155094,1989948,1875650,503009,931734,1982904,128730
50858,2354652
50859,2396177
50860,131533
50861,162634
50862,1706448,451300,901186
50863,1515649
50864,1872602
50865,172027
50866,123373
50867,139086
50868,1337205
50869,1729232
50870,124553,128730
50871,376881
50872,149913
50873,126335
50874,126335
50875,130259
50876,866304
50877,125465
50878,132135
50879,305868
50880,1483804,209001
50881,1050242
50882,1993236
50883,617766
50884,176490
50885,1446293
50886,2291737
50887,2845075,1294261
50888,2257456
50889,136110
50890,1209909
50891,903091
50892,1640699,1980086
50893,948396,286495
50894,131533
50895,136110
50896,123793
50897,1851598
50898,1254547,2245994
50899,2057975
50900,2566679
50901,1257871,2073553
50902,2738264,973512,742741
50903,1650899
50904,1339601
50905,1498329
50906,1892192
50907,2431539
50908,365727
50909,245079
50910,1971894
50911,168592
50912,397183
50913,1232187
50914,1238932
50915,145906
50916,227442
50917,655967
50918,123793
50919,138431
50920,1274956
50921,2771965
50922,1894935
50923,2339613,2640381,2530612,320279
50924,1435687
50925,2057975
50926,1737394
50927,2203043
50928,126335
50929,272388
50930,1625102
50931,131533
50932,1973037
50933,145906
50934,1210233
50935,1821702
50936,580060
50937,657626
50938,131533
50939,182578
50940,125465
50941,2158754
50942,1486197
50943,2881286
50944,241461
50945,1710886
50946,917461
50947,132738
50948,1335648
50949,1687082,134849
50950,943143
50951,2348346
50952,1414833
50953,866304
50954,575727
50955,128959
50956,241759
50957,1044125
50958,1295171
50959,127495
50960,1979590
50961,228702
50962,958423,1911737
50963,146684
50964,128959
50965,2396750
50966,1048184
50967,152836
50968,126335
50969,637670
50970,1762904
50971,1186923
50972,1181917
50973,149739
50974,169961
50975,883661
50976,123373
50977,2366355
50978,600840
50979,157448
50980,2087286
50981,693185,575727
50982,1764436
50983,132738
50984,126335
50985,716777
50986,2900227
50987,137585
50988,166633
50989,2569151
50990,963476
50991,2345674,2872227,2366355,2419758,2141414,2107392
50992,325470
50993,477660,2577018
50994,921642
50995,527885
50996,2412589
50997,2406172
50998,1407928
50999,901631
51000,901186
51001,568875
51002,168610
51003,1980086
51004,937638,989029
51005,1880294
51006,1737699
51007,1023159
51008,130259
51009,2299144,784810
51010,144051
51011,1310167
51012,1278211,1164793
51013,2046224
51014,1362593
51015,1971103
51016,1068027
51017,569795
51018,809891
51019,2171304,1795313
51020,130727
51021,132738
51022,191243
51023,2408077
51024,1941937
51025,1274956,646029
51026,152662,123793
51027,1240309
51028,638318
51029,2034407
51030,746366
51031,174086
51032,126335
51033,948174,982621
51034,1969604
51035,1257812
51036,2379488
51037,200269
51038,127865
51039,168592
51040,161541
51041,561264
51042,149655
51043,1532718
51044,337867,1383415
51045,1662825
51046,130259
51047,180843
51048,1566348
51049,902200
51050,1429022
51051,1446293
51052,963476,533452
51053,177394
51054,1373876
51055,1271400
51056,287235,501426
51057,2609834,2755189,2623904
51058,134849
51059,1210197
51060,127865
51061,131698
51062,146684
51063,1215281
51064,128959
51065,132738,144714
51066,741980
51067,136110
51068,168592
51069,141688
51070,123373
51071,131533
51072,146684
51073,136110
51074,134393
51075,1730006
51076,1585757
51077,131533
51078,566327,638318
51079,550322
51080,1446293
51081,128730
51082,1266562,1079034
51083,125564
51084,154002
51085,131698
51086,195076
51087,172914
51088,783906
51089,2261828
51090,2180197
51091,1842923
51092,503972
51093,146684
51094,624407
51095,172027
51096,1880626
51097,535857
51098,1857721
51099,1231865
51100,403748,1788074
51101,2339613
51102,468020,2917165
51103,2623904,2934055
51104,362332
51105,2783742
51106,152662
51107,1028680
51108,1551720
51109,134849
51110,1409027
51111,127865
51112,254238
51113,1717449
51114,498544
51115,232082
51116,138431
51117,1744232
51118,132738
51119,2856326
51120,387281
51121,1052971
51122,1305217
51123,709832
51124,1292293
51125,1431355
51126,2140050,2753495
51127,2130194
51128,1816796
51129,1954806
51130,1738544
51131,1645046
51132,918064
51133,152662
51134,130259
51135,240913
51136,377131
51137,1255726
51138,2444721
51139,712527
51140,187984,1697200
51141,644425,1618682,298830,1869763
51142,1992625,408994
51143,655775
51144,657626
51145,1758131,904766
51146,1378631
51147,497719
51148,1515649
51149,1769705
51150,1410653
51151,228702
51152,298336
51153,131533
51154,241019
51155,166633
51156,268562
51157,712527
51158,208647
51159,1453669
51160,166633
51161,172027
51162,1023159
51163,1057664
51164,1205016
51165,417055
51166,1352656
51167,405907
51168,345146
51169,922038
51170,1064397
51171,691861
51172,1459683
51173,1213796
51174,1391846
51175,1103425
51176,1626903
51177,644425
51178,1076484
51179,125465
51180,921642
51181,172027
51182,517802
51183,1340234,568059
51184,168592
51185,2673874
51186,1313942,1364569
51187,2856326,2620667,2101150
51188,2552714
51189,1713457
51190,416213
51191,779107
51192,1563416
51193,1001122
51194,963476
51195,174086
51196,1487957
51197,375996
51198,1175903
51199,301873,194128
51200,178429
51201,1530271
51202,174086
51203,148089
51204,1090064
51205,139086
51206,2011987
51207,1306088
51208,1527117
51209,2783742
51210,134849
51211,136110
51212,1146287
51213,2343090,2887925
51214,2357523
51215,146684
51216,1236359
51217,152998
51218,168012
51219,140321
51220,1207456
51221,164593
51222,1687082
51223,810197
51224,646029
51225,130727
51226,123793
51227,136860
51228,131533
51229,1076484
51230,1110122
51231,872951
51232,834814
51233,1493224
51234,1362593
51235,180843
51236,123793
51237,957927
51238,1859039
51239,137585
51240,1799377
51241,1516223
51242,1980086
51243,902478
51244,1763585
51245,552889
51246,1831674
51247,1175903
51248,152662
51249,197170
51250,1769705
51251,240208
51252,240137
51253,858647,1911737
51254,141548
51255,2877562
51256,1800440
51257,577391
51258,534314
51259,1832871
51260,139086
51261,1697200
51262,136110
51263,148089
51264,132135
51265,166633
51266,1446293
51267,144714
51268,131698
51269,865225
51270,184374
51271,756819
51272,152662
51273,1008562
51274,268562
51275,963476
51276,1697200,1625102
51277,880935,148089
51278,268562
51279,960463
51280,124553
51281,125424
51282,550322,1714731,164051
51283,503972
51284,1980086
51285,1676837
51286,1174307,522755
51287,160612
51288,143094,165468
51289,1729232
51290,1756705
51291,1695279
51292,1210233
51293,1446293
51294,626764,561864
51295,166633
51296,439630
51297,1528722
51298,1842684
51299,134393,1491763,577391
51300,153475
51301,1108555
51302,1729232
51303,1880689
51304,945880
51305,1544791
51306,1534987,1976130,2354652,2552714,2406172,2686655
51307,1224461
51308,1495368,175600,2771965
51309,1106101,1480942,213089,1798127
51310,740349,2251739
51311,853894,2294030,1873222
51312,1800440
51313,1962198
51314,1274956
51315,137585
51316,148690
51317,585830
51318,1170357,1354920
51319,145906
51320,180843
51321,830504
51322,2619062
51323,1257763
51324,1685669,2463317
51325,359431
51326,2894255
51327,523845
51328,901186
51329,166633
51330,242782,2553295,2379488
51331,1961311,943243
51332,2798436,2118799,2794512,1210991
51333,932347
51334,1979624
51335,1626903
51336,297536
51337,864981
51338,310454
51339,123793
51340,2051413
51341,797218
51342,141300
51343,174086
51344,1924247
51345,914568,1618192
51346,525355
51347,180843
51348,1978193
51349,503972
51350,176490
51351,1603811
51352,834620
51353,123793
51354,1529884
51355,2337876,2900227
51356,2563106
51357,675335
51358,284665
51359,982932
51360,1163129
51361,1238932
51362,1063294
51363,627759
51364,1316404
51365,1939936
51366,130259
51367,143094
51368,155735
51369,2156034
51370,149913
51371,131698
51372,130259
51373,1379493
51374,1614043
51375,1303995
51376,1792505
51377,1518795
51378,335248
51379,686884
51380,1501987
51381,2463317
51382,197170
51383,168610
51384,432275
51385,449609
51386,1730006
51387,616682
51388,1155639
51389,405258
51390,782051
51391,1072201,1752724,194369
51392,294486
51393,2015956
51394,398222
51395,822724
51396,1917842
51397,646029
51398,1793377
51399,126335
51400,174086
51401,1362593
51402,2396750
51403,1566348
51404,1882731,709832
51405,124553
51406,450618
51407,126335
51408,1647187,329400
51409,1787191
51410,887454
51411,550322
51412,1766461,230856
51413,164593
51414,176025
51415,1263582
51416,123373
51417,174391
51418,1148823
51419,1553158
51420,138431
51421,141300,2673874
51422,1846864
51423,1019581
51424,1449570
51425,172027
51426,131117,1692683
51427,1213427
51428,1686260
51429,166633
51430,1646340
51431,616682
51432,247125
51433,1889597,2492236
51434,1020585
51435,1328011
51436,144051
51437,136110
51438,265806
51439,1305217
51440,140321
51441,224876
51442,638318
51443,153475
51444,732995
51445,1449570,323450
51446,1313746
51447,163328
51448,1973037
51449,1746190
51450,1379493
51451,1672802
51452,862446
51453,1484383
51454,125465
51455,2863546
51456,1661761
51457,149913
51458,183945
51459,2382109
51460,144714
51461,1889597
51462,123373
51463,544038
51464,145906
51465,907548
51466,667268
51467,990892
51468,299080
51469,190238
51470,1102551
51471,1064397
51472,177394
51473,151551
51474,1478427
51475,1119245
51476,148089
51477,390071,254238,986296
51478,190793
51479,573147
51480,1833941
51481,376219,1715008,1020585
51482,138431
51483,1992625
51484,1589928
51485,704314
51486,141688,182578
51487,145906
51488,1993236,1954824
51489,127865
51490,126335
51491,152836
51492,184374
51493,178058
51494,1076484,1019581,341450
51495,1515649
51496,987743
51497,1260731
51498,706145
51499,1731993
51500,883838
51501,152836
51502,315240
51503,193179
51504,523845
51505,180843
51506,127865
51507,131117
51508,144931
51509,370717
51510,1717449
51511,141688
51512,136860
51513,1773356
51514,467817
51515,1322953
51516,1108814
51517,123793
51518,163328
51519,1996278
51520,1298692
51521,709832
51522,1522253,1522253
51523,168592
51524,172914
51525,1337205
51526,124553
51527,1467075
51528,147020
51529,131533
51530,1549763,1821702
51531,1859039
51532,1463543
51533,152836
51534,569424
51535,123373
51536,1819243
51537,850498
51538,2005622
51539,1353012,1415952
51540,2812405,2129553,295362,2702384
51541,579746,2575124
51542,1398523,2193759
51543,521203,2811715
51544,158028,1956527
51545,1599225,1310632
51546,1017726
51547,638318
51548,1773356
51549,161541
51550,129831,1949394
51551,125465
51552,1920477
51553,1773535
51554,1800440
51555,1313942
51556,2053531
51557,1675905
51558,1366699
51559,360075
51560,1045604
51561,559634
51562,263699
51563,216959
51564,1473684
51565,2392287,1285647
51566,153475
51567,985087
51568,508973
51569,862446,2596674
51570,1299039,1628630
51571,2872227
51572,2737889,2260466,2280839,1726756
51573,1565667
51574,2326124
51575,2104233,907548
51576,2151515
51577,1967750
51578,1083818
51579,2222184,1767713
51580,2801353
51581,1042152
51582,1303995
51583,550590
51584,980230
51585,134849
51586,136110
51587,144051
51588,763288
51589,1172052
51590,2444721
51591,597279
51592,128959
51593,432268
51594,172027
51595,1858651
51596,1523882
51597,139086
51598,127495
51599,136110
51600,2239596,2260466
51601,1019819
51602,1049981
51603,183200
51604,126335
51605,1447941
51606,2807362
51607,2130962
51608,2821340
51609,577391
51610,1420770
51611,136110
51612,755371
51613,1408079
51614,2703625
51615,135750
51616,164593
51617,130259
51618,126335
51619,1956527
51620,1110985
51621,127865
51622,153475
51623,1738544
51624,982621
51625,123793
51626,616682
51627,1121730
51628,987052
51629,288472,909677,2793818
51630,2209432
51631,668280
51632,1109803
51633,2126196
51634,1805488
51635,746029
51636,141688
51637,1607852
51638,1888892
51639,978935,1513452
51640,185226
51641,1662825
51642,2559484
51643,2186524
51644,2375866
51645,2035790
51646,2406399
51647,812029
51648,1659986
51649,136860
51650,1954806
51651,703458
51652,1364569,174391
51653,1213427
51654,2609834,2886469
51655,132738
51656,124204
51657,832622
51658,1570102
51659,2195317,1465348,2766308
51660,627759
51661,805512
51662,1188713
51663,132738
51664,1834223
51665,144714
51666,241461
51667,757135
51668,1033454
51669,1689209
51670,2324647
51671,131533
51672,1596783
51673,1760942
51674,1223725
51675,174086
51676,1973037,2931769
51677,141548
51678,2793818
51679,690873
51680,1726201
51681,2838728
51682,127495
51683,1869763
51684,753871
51685,2057975,334203
51686,638318
51687,1919823
51688,2499759
51689,374312
51690,1161988,1698815
51691,484978
51692,2343090
51693,2366355
51694,233596
51695,2921697
51696,2044701
51697,349579,2940176
51698,679340
51699,1807257
51700,827522,276259
51701,916639,383730
51702,1012189,130727,168012,1920477,126335
51703,466603
51704,1484383
51705,864299,1074283
51706,1496861
51707,1889597
51708,131698
51709,160346
51710,1764436
51711,1630965
51712,2781713,1517307
51713,1767713,233953,1534987
51714,970010
51715,139086
51716,1726201
51717,638318
51718,123793
51719,2463317
51720,1880626
51721,1499974
51722,123793
51723,1773356
51724,832622
51725,550322
51726,152836
51727,284665
51728,136860,1695279,179124
51729,1528722,1254547,858304
51730,998947,430096,1761515,1133906,354557,241019
51731,1274956
51732,1015626,222467
51733,126335
51734,125424,152510
51735,577391
51736,1584000
51737,2871253
51738,829667
51739,2908293,2085253,683251
51740,2393071
51741,682871
51742,2923916
51743,1022099,2379658,2658329
51744,2770385
51745,2393569
51746,1498329
51747,145906
51748,153475
51749,143094
51750,937638
51751,330238
51752,338695
51753,1210197
51754,127495
51755,134849
51756,131533
51757,123373
51758,757135
51759,806919
51760,1731270
51761,1240309
51762,861707
51763,1769671
51764,1880689
51765,166633
51766,183945
51767,1692935,190238
51768,127865
51769,1989948
51770,152836
51771,1956527
51772,1213427
51773,1099773
51774,1173459
51775,126335
51776,126335
51777,150752
51778,1091654
51779,172027
51780,188485
51781,174086
51782,2488734
51783,2304033
51784,2048018
51785,1076484
51786,730008
51787,709832
51788,2121378
51789,310735
51790,133584
51791,144714
51792,2431951,2366355
51793,917461
51794,1692512
51795,341976
51796,1908561
51797,617013
51798,146684
51799,2379432,2292972
51800,533452
51801,472922
51802,125564
51803,480832
51804,132738
51805,123793
51806,146684
51807,1229153
51808,1740815,614384
51809,1839582
51810,992169,293711
51811,1474262,1002298,1167885
51812,335248
51813,1812370
51814,1052971
51815,142179
51816,2164018,1187659
51817,1023159
51818,871172
51819,1869763
51820,1316534
51821,172027
51822,1727383
51823,637670
51824,180843
51825,127865
51826,1443184
51827,816840
51828,883661
51829,167112
51830,153475
51831,144931
51832,1695279
51833,270563
51834,127495
51835,127865
51836,1584000
51837,2824638
51838,166633
51839,1812370
51840,1598962
51841,1745124
51842,1429912
51843,2934869
51844,2330296
51845,2145129
51846,152836
51847,1390212
51848,531077,1018841
51849,1383321
51850,136860
51851,377662
51852,507732
51853,1842684
51854,1944753,747846
51855,1461623
51856,1076157
51857,1883531
51858,131117
51859,1108814
51860,132135
51861,1093026
51862,166633
51863,2758251
51864,2461058
51865,1260731
51866,1769937
51867,183945
51868,432275
51869,654681
51870,123793
51871,136860
51872,1711225
51873,431702
51874,1236359
51875,1586334
51876,1212992
51877,747241
51878,125465
51879,507766,887454
51880,1076484
51881,1567172
51882,1003076
51883,1198628
51884,1817073
51885,1961311
51886,1017726
51887,313821
51888,2613946
51889,1064397
51890,2463317
51891,2014078
51892,2553295,477660
51893,1530271
51894,1731993
51895,1984705,1671818
51896,1149283
51897,1109803
51898,1226293
51899,1770781
51900,331636
51901,127495
51902,127865
51903,146684
51904,2028346
51905,301159
51906,1528337
51907,1853367
51908,567142
51909,153475
51910,1934214
51911,755371
51912,1001122
51913,1712415
51914,126335,160612
51915,1484078
51916,134015
51917,1567172
51918,126335
51919,466944
51920,561264
51921,1390540,2509818,1191124
51922,1613149
51923,667268,1645046
51924,405258
51925,124204
51926,154652
51927,152662
51928,284665,2707303
51929,1607852
51930,1784020,879452
51931,144051
51932,135459
51933,1292843
51934,148690
51935,695314,1973037
51936,2770385
51937,199231
51938,1949394
51939,1744232
51940,1213427
51941,454564
51942,1634960
51943,1497029
51944,1112955
51945,174086
51946,1942313
51947,141688
51948,124204
51949,125564
51950,540342
51951,733561
51952,963476
51953,1465348
51954,1139708
51955,660136
51956,1064359
51957,1871026
51958,1362593
51959,1294261
51960,1187427
51961,1654922
51962,2337484,213089
51963,814901
51964,637032
51965,1036336
51966,1604219
51967,1971894
51968,2107118,2151449
51969,767710,1700282,2410432
51970,1155299,1951265
51971,356619
51972,125564
51973,2595752,1603811
51974,1547971
51975,2465813
51976,650770
51977,1238932
51978,1695279
51979,255986,1334728
51980,1661761
51981,290919
51982,985499
51983,1925838
51984,1580030
51985,141761
51986,1328011
51987,145906,146684
51988,136860
51989,161541
51990,553143
51991,150752
51992,963476
51993,127081
51994,1515649
51995,989581
51996,144051
51997,144714
51998,123373
51999,158028
52000,130259
52001,839499
52002,1453669
52003,187984
52004,187164
52005,198271
52006,127865
52007,755371
52008,871903
52009,136110
52010,2565135
52011,132135
52012,183194
52013,432275
52014,142179
52015,173235
52016,517998
52017,2443818
52018,1859039
52019,1076484
52020,1503791
52021,183194
52022,136110
52023,142179
52024,168610
52025,1516843
52026,123793
52027,172027
52028,1482569
52029,1585757
52030,2694393
52031,2834871,2094768,387732
52032,2182752
52033,1832871
52034,1962198
52035,1737394
52036,174086,883661
52037,200393
52038,1013498
52039,851692
52040,2529948
52041,187477
52042,2494898
52043,2725374,2623904
52044,135750
52045,141688
52046,1669291
52047,1237986
52048,1298692
52049,1640697
52050,278878
52051,1353811
52052,1220393
52053,1931852,228702
52054,1939556
52055,1805488
52056,1770781
52057,2693376
52058,368245
52059,2606386
52060,1393299,2175805,1996785
52061,2015956,2655365,686884
52062,2911912,972745
52063,2300010,2558678
52064,2203965
52065,396894
52066,992169
52067,1256956
52068,2887640
52069,123793
52070,1787191
52071,141688
52072,2595829,2443419
52073,1956527,1519172,1317747
52074,195406
52075,729362
52076,1209909
52077,194182
52078,2492236,350461,1212992
52079,182578
52080,700357
52081,660136
52082,833666
52083,174391
52084,136860
52085,644425
52086,2696735
52087,2758251
52088,2312066,1534987
52089,753871
52090,1379493
52091,2569151
52092,2233462,2516218,1316534
52093,887695
52094,589412
52095,1169722,1021482,684755,1345027,1454376
52096,2334566,2295738,1731468,2238169,2197725,1919019,1533166,1480010,1017773,1490515,1725162,1760147,314633
52097,1113599
52098,1723747
52099,134849
52100,123793
52101,131117
52102,131117
52103,2708578
52104,1971222
52105,2477276,2276741,1893305
52106,174086
52107,730008
52108,1544791
52109,1057664
52110,2079032
52111,871172
52112,1076484
52113,131533,236557
52114,2312066
52115,1764436,523731
52116,1809616
52117,361530,1361212,1664350
52118,1511595
52119,1160073
52120,1300249,1027436
52121,2154123
52122,590893
52123,198271,545632
52124,136860
52125,795320
52126,1188264
52127,1076484
52128,1215281,1663870
52129,1479699
52130,132738
52131,174086
52132,138431
52133,123793
52134,730008
52135,1567172
52136,155735
52137,1783600
52138,2475963,2941958
52139,386314
52140,143094
52141,194232
52142,1424454
52143,926842
52144,2794512
52145,884056
52146,130259
52147,174086
52148,1896920
52149,2396750,463728
52150,2250584
52151,1841367
52152,1576942
52153,1924247
52154,1540786
52155,531077
52156,617013
52157,655775
52158,499679
52159,871172
52160,323870
52161,755371
52162,1210233
52163,1515339
52164,741141,1333316
52165,731134
52166,1118202
52167,1769705
52168,1695279
52169,341450
52170,1048184
52171,1563416
52172,154002
52173,173235
52174,149655
52175,132738
52176,746366
52177,809343
52178,1207217
52179,2145486,875118,1656325
52180,1236359
52181,1467111
52182,1178721
52183,1687082
52184,130727
52185,204063
52186,174086
52187,137585
52188,136110
52189,152836
52190,1274052
52191,144585
52192,1530271
52193,1939936
52194,2095467
52195,1703776,2068463
52196,2129553,676280
52197,2952142,2176597
52198,904766
52199,746366
52200,555311
52201,1859039
52202,565571
52203,635364
52204,1476825
52205,129831
52206,1108814
52207,863134
52208,1367424
52209,136110
52210,309634
52211,148089
52212,1788819
52213,137585
52214,164051
52215,522755
52216,1074283
52217,166633
52218,255986
52219,1674806
52220,987052
52221,709832
52222,138431
52223,1574534
52224,1167757
52225,137585,166633
52226,1695279
52227,308150,2900227
52228,1662059
52229,127865,580060
52230,1954806
52231,430708
52232,255476
52233,174086
52234,2898794,404235
52235,706647
52236,2245184
52237,2557984,2131449
52238,1526552,2881970,1440124
52239,1584972
52240,463678
52241,527130
52242,866304
52243,131117
52244,154002
52245,233596
52246,193361
52247,1971222
52248,1934214
52249,1530913
52250,1173025
52251,1114041
52252,755371
52253,131533,166633
52254,183194
52255,146684
52256,1313746
52257,1163310
52258,1650899
52259,2654048
52260,2310753
52261,2917165
52262,870184
52263,147594
52264,795781
52265,1328587
52266,1740815
52267,755371
52268,152836
52269,982621
52270,130259
52271,832622
52272,1379559
52273,540342
52274,1126054
52275,2205897
52276,1662059
52277,1676837
